"시군구별","용도지역및이용현황별","항목","단위","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"당진시","임야","지가변동률[%]","%",".09","-.014",".111",".106",".075",".112",".064",".023",".099",".029",".128",
"당진시","공장용지","지가변동률[%]","%",".269",".217",".233","-.006",".073",".25",".3",".167",".263",".235",".042",
"금산군","평균","지가변동률[%]","%",".181",".174",".168",".183",".169",".163",".143",".099",".033","-.023","-.028",
"금산군","주거지역","지가변동률[%]","%",".17",".171",".188",".203",".167",".159",".129",".086",".029","-.085","-.051",
"금산군","상업지역","지가변동률[%]","%",".186",".192",".226",".114",".142",".119",".145",".088",".022","-.092","-.059",
"금산군","공업지역","지가변동률[%]","%",".152",".179",".186",".114",".151",".141",".132",".094",".028","-.084","-.041",
"금산군","녹지지역","지가변동률[%]","%",".156",".137",".15",".126",".162",".158",".15",".094",".031","-.031","-.032",
"금산군","보전관리지역","지가변동률[%]","%",".151",".133",".146",".176",".172",".166",".128",".096",".029","-.02","-.021",
"금산군","생산관리지역","지가변동률[%]","%",".173",".158",".155",".188",".172",".166",".136",".105",".034","-.014","-.028",
"금산군","계획관리지역","지가변동률[%]","%",".22",".209",".176",".218",".189",".172",".148",".106",".036",".002","-.021",
"금산군","농림지역","지가변동률[%]","%",".14",".143",".147",".152",".14",".156",".152",".101",".034",".001","-.018",
"금산군","자연환경보전지역","지가변동률[%]","%",".109",".054",".109",".164",".164",".109",".108",".055",".021","-.034","-.035",
"금산군","전","지가변동률[%]","%",".207",".173",".176",".196",".195",".208",".187",".161",".063",".034","-.002",
"금산군","답","지가변동률[%]","%",".193",".176",".184",".195",".195",".208",".184",".168",".063",".035","-.004",
"금산군","주거용(대)","지가변동률[%]","%",".18",".166",".164",".192",".126",".103",".049",".018","-.029","-.223","-.111",
"금산군","상업용(대)","지가변동률[%]","%",".156",".205",".125",".153",".189",".252",".229",".075",".03","-.011","-.046",
"금산군","임야","지가변동률[%]","%",".1",".108",".124",".122",".11",".093",".105",".031",".025","-.03","-.008",
"금산군","공장용지","지가변동률[%]","%",".193",".456",".169",".309",".245",".125",".137",".021",".024",".035","-.015",
"부여군","평균","지가변동률[%]","%",".15",".194",".182",".165",".159",".143",".142",".102",".028","-.007","-.024",
"부여군","주거지역","지가변동률[%]","%",".131",".197",".2",".202",".109",".21",".171",".031","-.021","-.019","-.012",
"부여군","상업지역","지가변동률[%]","%",".191",".082",".004",".285",".298",".049",".044",".006","0",".054","-.005",
"부여군","공업지역","지가변동률[%]","%",".122",".153",".101","0",".025",".156",".076",".37",".015","-.029","-.014",
"부여군","녹지지역","지가변동률[%]","%",".23",".283",".326",".193",".21",".119",".209",".214",".071","-.011","-.029",
"부여군","보전관리지역","지가변동률[%]","%",".088",".061",".174",".109",".128",".086",".098",".061",".021","-.013","-.025",
"부여군","생산관리지역","지가변동률[%]","%",".067",".132",".201",".153",".194",".165",".159",".058",".03","-.023","-.027",
"부여군","계획관리지역","지가변동률[%]","%",".204",".234",".176",".222",".191",".201",".161",".134",".052",".008","-.016",
"부여군","농림지역","지가변동률[%]","%",".096",".166",".153",".089",".111",".098",".112",".074",".012","-.02","-.036",
"부여군","전","지가변동률[%]","%",".234",".222",".237",".231",".201",".233",".223",".209",".077",".011","-.029",
"부여군","답","지가변동률[%]","%",".127",".212",".211",".141",".128",".149",".138",".096",".024","-.009","-.004",
"부여군","주거용(대)","지가변동률[%]","%",".144",".144",".161",".161",".107",".149",".114",".016","-.024","-.038","-.072",
"부여군","상업용(대)","지가변동률[%]","%",".173",".166",".023",".184",".196",".22",".122",".13",".086",".029","-.001",
"부여군","임야","지가변동률[%]","%",".039",".01",".081",".071",".14",".064",".087",".026",".028",".007","-.009",
"부여군","공장용지","지가변동률[%]","%",".137",".172",".085",".329",".198",".119",".236",".173",".055","","",
"서천군","평균","지가변동률[%]","%",".125",".13",".13",".117",".13",".135",".123",".095",".039","-.02","-.029",
"서천군","주거지역","지가변동률[%]","%",".142",".146",".163",".144",".169",".174",".14",".122",".057","-.022","-.097",
"서천군","상업지역","지가변동률[%]","%",".044",".013",".032",".038",".034",".044",".126",".071",".025","-.03","-.094",
"서천군","공업지역","지가변동률[%]","%",".022",".023",".022",".011",".033",".056",".067",".083",".039","-.029","-.085",
"서천군","녹지지역","지가변동률[%]","%",".098",".108",".12",".129",".066",".068",".113",".093",".049","-.008","-.044",
"서천군","보전관리지역","지가변동률[%]","%",".115",".073",".031",".068",".076",".078",".122",".095",".033","-.041","-.081",
"서천군","생산관리지역","지가변동률[%]","%",".145",".157",".088",".072",".092",".097",".124",".097",".04","-.027","-.099",
"서천군","계획관리지역","지가변동률[%]","%",".153",".141",".153",".133",".161",".171",".125",".098",".036","-.016","-.049",
"서천군","농림지역","지가변동률[%]","%",".128",".153",".147",".128",".145",".149",".122",".09",".033","-.019",".05",
"서천군","전","지가변동률[%]","%",".168",".166",".163",".128",".142",".153",".128",".123",".027","-.019",".035",
"서천군","답","지가변동률[%]","%",".17",".165",".159",".128",".143",".142",".136",".099",".038","-.02",".023",
"서천군","주거용(대)","지가변동률[%]","%",".188",".165",".162",".171",".173",".136",".152",".071",".053","-.02","-.26",
"서천군","상업용(대)","지가변동률[%]","%",".024",".031",".016",".043",".065",".118",".145",".114",".028","-.025","-.044",
"서천군","임야","지가변동률[%]","%",".03",".053",".011",".037",".066",".124",".118",".086",".038","-.03","-.023",
"서천군","공장용지","지가변동률[%]","%",".011",".022",".011",".004",".016",".119",".034",".09",".04","-.043","-.085",
"서천군","기타","지가변동률[%]","%","","","","","","","","","","0","-.043",
"청양군","평균","지가변동률[%]","%",".163",".168",".166",".163",".16",".17",".15",".138",".05",".018",".014",
"청양군","주거지역","지가변동률[%]","%",".084",".082",".169",".061",".136",".066",".118",".098",".05",".015",".013",
"청양군","상업지역","지가변동률[%]","%",".369",".033",".006",".412",".186",".289",".263",".28",".152",".033",".068",
"청양군","녹지지역","지가변동률[%]","%",".09",".041",".346",".185",".143",".212",".142",".17",".03",".045",".025",
"청양군","보전관리지역","지가변동률[%]","%",".001",".028",".111",".192",".132",".158",".144",".129",".03",".028",".035",
"청양군","생산관리지역","지가변동률[%]","%",".118",".128",".151",".106",".162",".161",".142",".122",".032",".011",".013",
"청양군","계획관리지역","지가변동률[%]","%",".176",".224",".109",".135",".163",".194",".162",".126",".057",".015","-.002",
"청양군","농림지역","지가변동률[%]","%",".205",".205",".207",".202",".17",".165",".148",".145",".049",".018",".021",
"청양군","자연환경보전지역","지가변동률[%]","%","0","-.014",".011",".178",".014",".031","0",".279",".014",".015",".027",
"청양군","전","지가변동률[%]","%",".139",".218",".15",".161",".161",".166",".144",".14",".054",".025","-.002",
"청양군","답","지가변동률[%]","%",".24",".22",".187",".18",".168",".164",".156",".156",".046",".021",".037",
"청양군","주거용(대)","지가변동률[%]","%",".119",".115",".115",".111",".123",".152",".107",".1",".063","-.003","-.034",
"청양군","상업용(대)","지가변동률[%]","%",".161",".012",".113",".246",".253",".204",".23",".212",".093",".042",".045",
"청양군","임야","지가변동률[%]","%",".005",".031",".152",".095",".146",".18",".148",".122",".011",".012",".025",
"홍성군","평균","지가변동률[%]","%",".202",".191",".204",".219",".197",".206",".194",".144",".08",".037",".02",
"홍성군","주거지역","지가변동률[%]","%",".273",".318",".29",".248",".231",".26",".235",".155",".086","-.004","-.05",
"홍성군","상업지역","지가변동률[%]","%",".14",".117",".363",".548",".216",".193",".172",".141",".071","-.013",".085",
"홍성군","공업지역","지가변동률[%]","%",".305",".174",".237",".463",".329",".144",".183",".066",".071",".027",".065",
"홍성군","녹지지역","지가변동률[%]","%",".183",".043",".047",".054",".205",".211",".222",".144",".069",".075",".077",
"홍성군","보전관리지역","지가변동률[%]","%",".111",".146",".142",".129",".253",".182",".151",".098",".059",".039",".151",
"홍성군","생산관리지역","지가변동률[%]","%",".144",".152",".116",".111",".167",".192",".17",".144",".042",".041","-.014",
"홍성군","계획관리지역","지가변동률[%]","%",".142",".133",".152",".238",".183",".217",".179",".153",".105",".062","-.039",
"홍성군","농림지역","지가변동률[%]","%",".219",".204",".202",".14",".132",".117",".155",".132",".074",".076",".146",
"홍성군","자연환경보전지역","지가변동률[%]","%",".196",".098",".097",".081","0",".082",".097",".04",".024",".077",".026",
"홍성군","전","지가변동률[%]","%",".181",".15",".157",".177",".215",".205",".197",".136",".076",".092",".251",
"홍성군","답","지가변동률[%]","%",".281",".224",".199",".116",".124",".147",".185",".157",".095",".073",".138",
"홍성군","주거용(대)","지가변동률[%]","%",".137",".226",".21",".155",".16",".401",".126",".142",".089","-.001","-.287",
"홍성군","상업용(대)","지가변동률[%]","%",".194",".117",".292",".408",".165",".157",".36",".181",".045",".01",".072",
"홍성군","임야","지가변동률[%]","%",".075",".104",".104",".195",".206",".134",".122",".122",".091",".032",".154",
"홍성군","공장용지","지가변동률[%]","%",".18",".102",".162",".273",".195",".238",".109",".165",".043",".05",".351",
"예산군","평균","지가변동률[%]","%",".149",".184",".188",".166",".15",".18",".155",".138",".09",".046",".021",
"예산군","주거지역","지가변동률[%]","%",".149",".173",".188",".285",".141",".304",".165",".169",".092",".024",".019",
"예산군","상업지역","지가변동률[%]","%",".124",".153",".017",".076",".098",".15",".086",".123",".013",".041",".002",
"예산군","공업지역","지가변동률[%]","%",".1",".119",".138",".111",".084",".014",".074",".048",".062",".034",".003",
"예산군","녹지지역","지가변동률[%]","%",".102",".168",".156",".125",".179",".142",".11",".046",".087",".046",".021",
"예산군","보전관리지역","지가변동률[%]","%",".067",".129",".117",".073",".057",".069",".047",".19",".036",".019",".004",
"예산군","생산관리지역","지가변동률[%]","%",".14",".171",".148",".084",".087",".151",".113",".117",".085",".022",".013",
"예산군","계획관리지역","지가변동률[%]","%",".163",".184",".234",".152",".156",".175",".193",".16",".111",".062",".028",
"예산군","농림지역","지가변동률[%]","%",".171",".224",".198",".166",".181",".16",".168",".146",".091",".06",".026",
"예산군","자연환경보전지역","지가변동률[%]","%",".017",".09",".068",".084",".061",".074",".017",".054",".006",".002",".002",
"예산군","전","지가변동률[%]","%",".185",".239",".227",".171",".147",".151",".194",".132",".111",".061",".052",
"예산군","답","지가변동률[%]","%",".215",".206",".189",".23",".181",".187",".163",".124",".073",".062",".025",
"예산군","주거용(대)","지가변동률[%]","%",".152",".136",".117",".091",".186",".079",".109",".2",".077","-.009","-.201",
"예산군","상업용(대)","지가변동률[%]","%",".035",".154",".173",".119",".1",".227",".188",".023",".214",".128",".543",
"예산군","임야","지가변동률[%]","%",".035",".202",".154",".039",".117",".102",".106",".205",".115",".012",".017",
"예산군","공장용지","지가변동률[%]","%",".121",".098",".175",".133",".007",".015",".081",".053",".015",".045",".006",
"태안군","평균","지가변동률[%]","%",".193",".19",".191",".196",".195",".209",".179",".136",".062",".039",".03",
"태안군","주거지역","지가변동률[%]","%",".229",".202",".225",".245",".223",".218",".291",".147",".045",".012","-.691",
"태안군","상업지역","지가변동률[%]","%",".258",".217",".248",".24",".255","0",".098",".135",".006",".014",".005",
"태안군","공업지역","지가변동률[%]","%",".145",".106",".161",".022","-.044",".258",".177",".114",".009",".025",".004",
"태안군","녹지지역","지가변동률[%]","%",".128",".087",".125",".104",".132",".231",".136",".153",".086",".083",".341",
"태안군","보전관리지역","지가변동률[%]","%",".144",".146",".144",".162",".172",".237",".203",".136",".091",".059",".075",
